serialNo,Supplier_NO.,OEM_NO.,Benchmark_NO.,car_brand,car_model,model_name_th,nickname,item_name,fitment_detail,brand,item_group,stock_uom
Z-13800006,T25C04L00,"48740-33080 ,48740-33100",,TOYOTA,CAMRY,คัมรี่,โฉมปี 2002-2006 (ACV30),แขนกันเซ,หลังซ้าย,RBI,เทียบแท้เกรด B,ชิ้น
Z-13800007,T25C04R00,"48730-33080 ,48730-33150",,TOYOTA,CAMRY,คัมรี่,โฉมปี 2002-2006 (ACV30),แขนกันเซ,หลังขวา,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200317,T25C04S, 48725-48020S,,TOYOTA,CAMRY,คัมรี่,โฉมปี 2002-2006 (ACV30),บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200318,T25C05E0, 48780-06040,,TOYOTA,CAMRY,คัมรี่,"โฉมปี 2006-2011 (ACV40, HYBRID)",บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200319,T25CM30E, 48702-27040,,TOYOTA,Liteace,ไลเอท,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200320,T25CR4E, 48704-28040,,TOYOTA,Liteace,ไลเอท,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200321,T25DJ2150, 48706-60060,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200322,T25DJ2152, 48725-35020,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200323,T25FJ801, 48702-60040,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200324,T25FJ802, 48702-60031,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200325,T25FJ803, 48706-60030,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200326,T25FJ804, 48706-60040,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200327,T25GX810, 48702-22090,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200328,T25GX900, 48702-22410,,TOYOTA,,,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200329,T25GX901, 48725-22180,,TOYOTA,,,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200330,T25GX90B, 14.2,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200331,T25GX90S, 12.3,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200332,T25KJ215, 48714-35010,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200333,T25LS401, 48725-22110,,TOYOTA,,,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200334,T25NC12E, 48725-52010,,TOYOTA,VIOS,วีออส,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200335,T25NC42E, 48725-0D040,,TOYOTA,VIOS,วีออส,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200336,T25RV10, 48725-42011,,TOYOTA,RAV4,ราฟ4,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200337,T25S011, 48725-0A010,,TOYOTA,SOLUNA,โซลูน่า,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200338,T25ST93E, 48702-10020,,TOYOTA,STARLET,สตาร์เลท,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200339,T25TG1020, 48725-26020,,TOYOTA,GRANVIA,แกรนเวีย,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200340,T25TG1030, 48725-26030,,TOYOTA,GRANVIA,แกรนเวีย,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200341,T25UZ201, 48702-60100,,TOYOTA,,,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200342,T25UZ202, 48702-60110,,TOYOTA,,,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200343,T25UZ20E, 48849-60110,,TOYOTA,,,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200344,T25VG041, 48706-0K030,,TOYOTA,FORTUNER,ฟอร์จูนเนอร์,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200345,T25VG042, 48702-0K070,,TOYOTA,FORTUNER,ฟอร์จูนเนอร์,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200346,T25VG043, 48702-0K080,,TOYOTA,FORTUNER,ฟอร์จูนเนอร์,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200347,T25VG044, 48702-0K090,,TOYOTA,FORTUNER,ฟอร์จูนเนอร์,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200348,T25W110E, 48725-32250,,TOYOTA,WISH,วิช,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200349,T25W111E, 48770-20020,,TOYOTA,WISH,วิช,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200350,T25W11E, 48070-68020,,TOYOTA,WISH,วิช,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200351,T25YA91E, 48725-0D070,,TOYOTA,YARIS,ยาริส,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200352,T25ZE121E," 48725-02240 , 48725-12560",,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2001-2007 (ZZE121),บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200353,T25ZE141E, 48725-02310,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2008-2012 (ZZE141),บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200354,T25ZJ95E, 48702-35050,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200355,T25ZJ95E1, 48702-35070,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0900046,T26090, 90389-14035,,TOYOTA,CORONA,โคโรน่า,,บู๊ชหูแหนบ,,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700064,T2611RM, 45516-20080,,TOYOTA,CORONA,โคโรน่า,"โฉมปี 1992-1996 (AT190 , ST190 , EXSIOR)",ยางรัดแร็ค,ขวา,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700065,T2611RP, 44250-20392,,TOYOTA,CORONA,โคโรน่า,"โฉมปี 1992-1996 (AT190 , ST190 , EXSIOR)",ยางรัดแร็ค,ขวา,RBI,เทียบแท้เกรด B,ชิ้น
DH-2300001,T26250, 43474-20050,,TOYOTA,COROLLA,โคโรล่า,"โฉมปี 1983-1987 (AE80 , EE80)", บู๊ชถ่วงเพลา,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0900047,T262500, 90389-12001,,TOYOTA,COROLLA,โคโรล่า,,บู๊ชหูแหนบ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200356,T26280, 48725-12300,,TOYOTA,COROLLA,โคโรล่า,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200357,T2628B, 48725-12040,,TOYOTA,COROLLA,โคโรล่า,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200358,T2628E, 48725-12050,,TOYOTA,COROLLA,โคโรล่า,,บู๊ชคาน,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200359,T2628S," 48725-16080 ,48725-32030",,TOYOTA,COROLLA,โคโรล่า,,บู๊ชคาน,,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600019,T2645001, 48500-35030,,TOYOTA,,,,บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0900048,T266500," 90389-14007 , 90389-14004, 90389-14037",,TOYOTA,COMMUTER,คอมมิวเตอร์,"โฉมปี 2004-2019 (KDH200, KDH222)",บู๊ชหูแหนบ,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DH-0900049,T26AE71, 90389-14034,,TOYOTA,COROLLA,โคโรล่า,,บู๊ชหูแหนบ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0900050,T26B61F, 90389-16002,,TOYOTA,,,,บู๊ชหูแหนบ,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DH-0800002,T26C01000," 48674-32110 ,48674-32120",,TOYOTA,CAMRY,คัมรี่,,บู๊ชหนวดกุ้ง,,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700066,T26C02R, 45516-06080,,TOYOTA,CAMRY,คัมรี่,,ยางรัดแร็ค,ขวา,RBI,เทียบแท้เกรด B,ชิ้น
DH-0500472,T26FJ95F, 48815-35100,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,ยางกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DH-0800003,T26GX810, 48674-22141,,TOYOTA,,,,บู๊ชหนวดกุ้ง,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0200360,T26RV1F, 52380-42071,,TOYOTA,RAV4,ราฟ4,,บู๊ชคาน,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600020,T26VG02, 90389-T0001,,TOYOTA,HILUX VIGO,ไฮลักซ์ วีโก้,"โฉมปี 2003-2016 (Vigo 2WD, 4WD, Pre-Runner ยกสูง)",บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600021,T26VG02, 90389-T0001,,TOYOTA,HILUX VIGO,ไฮลักซ์ วีโก้,"โฉมปี 2003-2016 (Vigo 2WD, 4WD, Pre-Runner ยกสูง)",บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600022,T26VG02, 90389-T0001,,TOYOTA,INNOVA,อินโนว่า,โฉมปี 2004-2015,บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600023,T26VG02, 90389-T0001,,TOYOTA,FORTUNER,ฟอร์จูนเนอร์,โฉมปี 2004-2015 (KUN60),บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0900051,T26VG04F, 90389-T0005,,TOYOTA,HILUX VIGO,ไฮลักซ์ วีโก้,,บู๊ชหูแหนบ,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700067,T26Z121B, 45516-02090,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,,ยางรัดแร็ค,,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700068,T26Z121S, 45516-02100,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,,ยางรัดแร็ค,,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600024,T26ZE121, 48537-02010,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2001-2007 (ZZE121),บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
DH-2300002,T26ZE141, 43474-12130,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2008-2012 (ZZE141), บู๊ชถ่วงเพลา,,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600025,T26ZE141E, 48537-02080,,TOYOTA,COROLLA ALTIS,โคโรล่า อัลติส,โฉมปี 2008-2012 (ZZE141),บู๊ชโช้คอัพ,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DH-1600026,T26ZJ950, 90389-14048,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,บู๊ชโช้คอัพ,,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700069,T26ZJ95B, 45522-35040,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,ยางรัดแร็ค,,RBI,เทียบแท้เกรด B,ชิ้น
DH-0500473,T26ZJ95F, 48815-60100,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,ยางกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
Z-08700070,T26ZJ95S, 45516-35040,,TOYOTA,LAND CRUISER PRADO,แลนด์ ครุยเซอร์ พราโด้,,ยางรัดแร็ค,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900060,T27060, 48819-20010K,,TOYOTA,CORONA,โคโรน่า,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700667,T2709FL, 48810-20010,,TOYOTA,CORONA,โคโรน่า,,ลูกหมากกันโคลง,หน้าซ้าย,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700668,T2709FR, 48820-20030,,TOYOTA,CORONA,โคโรน่า,,ลูกหมากกันโคลง,หน้าขวา,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700669,T27100FL, 48810-20030,,TOYOTA,CORONA,โคโรน่า,,ลูกหมากกันโคลง,หน้าซ้าย,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700670,T27100FR, 48820-20050,,TOYOTA,CORONA,โคโรน่า,,ลูกหมากกันโคลง,หน้าขวา,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700671,T2710FL, 48810-20020,,TOYOTA,CORONA,โคโรน่า,,ลูกหมากกันโคลง,หน้าซ้าย,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700672,T2710FR, 48820-20040,,TOYOTA,CORONA,โคโรน่า,,ลูกหมากกันโคลง,หน้าขวา,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700673,T27180F, 48820-20010,,TOYOTA,,,,ลูกหมากกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900061,T27230, 90101-08274K,,TOYOTA,COROLLA,โคโรล่า,โฉมปี 1974-1978 (KE30),สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900062,T27240, 48819-12010K,,TOYOTA,COROLLA,โคโรล่า,โฉมปี 1979-1982 (KE70),สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900063,T27250, 48819-20030K,,TOYOTA,COROLLA,โคโรล่า,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700674,T2730E, 48830-20010,,TOYOTA,CORONA,โคโรน่า,"โฉมปี 1992-1996 (AT190 , ST190 , EXSIOR)",ลูกหมากกันโคลง,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700675,T2730F, 48820-33010,,TOYOTA,COROLLA,โคโรล่า,,ลูกหมากกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900064,T27410, 91111-70856K,,TOYOTA,,,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900065,T27440, 90101-08038K,,TOYOTA,,,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900066,T27460, 48819-35020K,,TOYOTA,,,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700676,T274N130E, 48830-35010,,TOYOTA,,,,ลูกหมากกันโคลง,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700677,T274N130F, 48820-35010,,TOYOTA,,,,ลูกหมากกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900067,T274X3, 90101-10140,,TOYOTA,,,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900068,T27650, 48819-26050K,,TOYOTA,HIACE,ไฮเอซ,โฉมปี 1990-1993 (LH112/YH112),สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700678,T2766FL, 48810-26010,,TOYOTA,HIACE,ไฮเอซ,โฉมปี 1990-1993 (LH112/YH112),ลูกหมากกันโคลง,หน้าซ้าย,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700679,T2766FR, 48820-26010,,TOYOTA,HIACE,ไฮเอซ,โฉมปี 1990-1993 (LH112/YH112),ลูกหมากกันโคลง,หน้าขวา,RBI,เทียบแท้เกรด B,ชิ้น
DF-0900069,T27820, 90101-80206K,,TOYOTA, CROWN,คราวน์,,สกรูกันโคลง,,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700680,T2786FL, 48820-30020,,TOYOTA, CROWN,คราวน์,,ลูกหมากกันโคลง,หน้าซ้าย,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700681,T2786FR, 48820-30010,,TOYOTA, CROWN,คราวน์,,ลูกหมากกันโคลง,หน้าขวา,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700682,T27870E, 48830-30020,,TOYOTA, CROWN,คราวน์,,ลูกหมากกันโคลง,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700683,T27880E0, 48830-22041,,TOYOTA, CROWN,คราวน์,,ลูกหมากกันโคลง,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700684,T27880F0, 48820-22041,,TOYOTA, CROWN,คราวน์,,ลูกหมากกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700685,T2796E, 48830-33010,,TOYOTA,CAMRY,คัมรี่,โฉมปี 1993-1997 (SXV10),ลูกหมากกันโคลง,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700686,T2796E, 48830-33010,,TOYOTA,CAMRY,คัมรี่,โฉมปี 1996-2001 (SXV20),ลูกหมากกันโคลง,หลัง,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700687,T27AC30F, 48820-28060,,TOYOTA,ESTIMA,เอสติม่า,โฉมปี 2000-2005 (ACR30),ลูกหมากกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
DF-0700688,T27AN10F, 48820-58010,,TOYOTA,ALPHARD,อัลพาร์ด,"โฉมปี 2002-2008 (ANH10, MNH10)",ลูกหมากกันโคลง,หน้า,RBI,เทียบแท้เกรด B,ชิ้น
